user_id|prompt|latest_5_trips
625|"The user with ID 625 has taken 3 trips in total.
1. The top hours and frequencies for this user are: 19:00-19:59 for 4 times; 15:00-15:59 for 2 times; 0:00-0:59 for 2 times; 20:00-20:59 for 1 times; 11:00-11:59 for 1 times. 
2. The top locations and frequencies are: 'Trinity Place' at (-74.01115999, 40.70935513) for 1 times; 'PATH: World Trade Center Station' at (-74.01193142, 40.71267093) for 1 times; 'Pint' at (-74.043618, 40.718889) for 1 times; 'John F Kennedy International Airport (JFK)' at (-73.78452301, 40.64508936) for 1 times; 'City Winery' at (-74.00576234, 40.72635525) for 1 times. 
3. The top categories and frequencies are: 'Bar' for 4 times; 'Light Rail Station' for 1 times; 'Gay Bar' for 1 times; 'Airport' for 1 times; 'Road' for 1 times."|[['-74.01115999,40.70935513,2012-06-07 15:01:01', '-74.01193142,40.71267093,2012-06-07 19:13:16', '-74.043618,40.718889,2012-06-07 19:44:05', '-73.78452301,40.64508936,2012-06-08 15:58:51'], ['-74.00576234,40.72635525,2012-12-08 19:09:44', '-74.00543881,40.72840298,2012-12-08 20:35:03', '-74.02115822,40.7273726,2012-12-09 00:05:38'], ['-73.98541049,40.71795206,2012-12-15 00:13:35', '-73.98708344,40.75427929,2012-12-15 11:08:58', '-73.9889859,40.758566,2012-12-15 16:09:00', '-74.16186243,40.73142716,2012-12-15 19:55:21']]
626|"The user with ID 626 has taken 5 trips in total.
1. The top hours and frequencies for this user are: 21:00-21:59 for 4 times; 18:00-18:59 for 2 times; 20:00-20:59 for 2 times; 19:00-19:59 for 2 times; 13:00-13:59 for 2 times. 
2. The top locations and frequencies are: 'Way Station' at (-73.96343804, 40.67682903) for 5 times; 'Jacob Javits Convention Center' at (-74.00100198, 40.75671096) for 3 times; 'Metropolitan Pavilion' at (-73.99615374, 40.74047311) for 1 times; 'Tkettle' at (-73.98861861, 40.72912514) for 1 times; 'Delicatessen' at (-73.99634312, 40.72370271) for 1 times. 
3. The top categories and frequencies are: 'Bar' for 5 times; 'General Entertainment' for 3 times; 'Event Space' for 1 times; 'Café' for 1 times; 'Cocktail Bar' for 1 times."|[['-73.96343804,40.67682903,2012-04-09 18:41:35', '-73.99615374,40.74047311,2012-04-10 14:13:03', '-73.96343804,40.67682903,2012-04-10 21:58:14', '-73.96343804,40.67682903,2012-04-11 20:54:01'], ['-73.98861861,40.72912514,2012-04-18 20:31:04', '-73.99634312,40.72370271,2012-04-19 19:29:19', '-73.99822542,40.72387965,2012-04-19 21:15:21', '-73.99736461,40.72302551,2012-04-19 21:33:48', '-73.99000743,40.72638701,2012-04-19 22:37:17', '-73.96343804,40.67682903,2012-04-20 01:53:32'], ['-73.99875641,40.72288438,2012-06-09 11:33:30', '-73.99103165,40.70858836,2012-06-09 21:47:10', '-73.97434294,40.68647961,2012-06-10 17:13:06', '-73.96343804,40.67682903,2012-06-10 18:04:24'], ['-74.0025466,40.72318464,2012-06-12 13:28:42', '-73.99322121,40.75954027,2012-06-12 19:49:44', '-73.98902607,40.75703139,2012-06-13 12:41:17'], ['-74.00100198,40.75671096,2012-10-11 13:07:47', '-74.00100198,40.75671096,2012-10-12 10:44:44', '-74.00100198,40.75671096,2012-10-13 10:01:53']]
627|"The user with ID 627 has taken 20 trips in total.
1. The top hours and frequencies for this user are: 15:00-15:59 for 11 times; 13:00-13:59 for 10 times; 16:00-16:59 for 9 times; 19:00-19:59 for 8 times; 14:00-14:59 for 8 times. 
2. The top locations and frequencies are: 'Banana Republic' at (-73.953984, 40.77879) for 29 times; 'MTA Subway - 86th St (4/5/6)' at (-73.95584619, 40.77950086) for 22 times; 'MTA Subway (2,5) - Pelham Parkway' at (-73.86762857, 40.85723693) for 10 times; 'Starbucks' at (-73.95491637, 40.77762434) for 9 times; 'Starbucks' at (-73.95600343, 40.77865225) for 8 times. 
3. The top categories and frequencies are: 'Clothing Store' for 32 times; 'Train' for 26 times; 'Metro Station' for 15 times; 'Coffee Shop' for 10 times; 'Café' for 9 times."|[['-73.95584619,40.77950086,2012-06-11 07:57:44', '-73.953984,40.77879,2012-06-11 07:58:09', '-73.95600343,40.77865225,2012-06-11 11:56:27', '-73.96845818,40.76214602,2012-06-11 15:16:27', '-73.95584619,40.77950086,2012-06-12 08:00:27', '-73.953984,40.77879,2012-06-12 08:01:31', '-73.94515514,40.80841734,2012-06-12 15:16:26'], ['-73.95584619,40.77950086,2012-06-14 05:56:40', '-73.95600343,40.77865225,2012-06-14 05:59:07', '-73.953984,40.77879,2012-06-14 06:00:11'], ['-73.95584619,40.77950086,2012-06-16 15:53:58', '-73.953984,40.77879,2012-06-16 15:58:23', '-73.95584619,40.77950086,2012-06-17 07:06:14', '-73.95526898,40.78007502,2012-06-17 07:06:53', '-73.953984,40.77879,2012-06-17 07:40:21', '-73.99299502,40.75254816,2012-06-17 16:58:20', '-73.95584619,40.77950086,2012-06-18 06:10:59', '-73.953984,40.77879,2012-06-18 06:11:53'], ['-73.99421977,40.74598191,2012-06-20 20:59:43', '-73.95584619,40.77950086,2012-06-21 06:59:59', '-73.95526898,40.78007502,2012-06-21 07:00:29', '-73.953984,40.77879,2012-06-21 07:05:53'], ['-73.953984,40.77879,2012-06-26 11:32:57', '-73.95584619,40.77950086,2012-06-27 06:05:43', '-73.95600343,40.77865225,2012-06-27 13:36:30']]
628|"The user with ID 628 has taken 10 trips in total.
1. The top hours and frequencies for this user are: 18:00-18:59 for 10 times; 19:00-19:59 for 7 times; 16:00-16:59 for 6 times; 14:00-14:59 for 5 times; 20:00-20:59 for 5 times. 
2. The top locations and frequencies are: 'Boom Fitness' at (-73.95579459, 40.77562562) for 5 times; 'Luke's Lobster UES' at (-73.9544744, 40.77483281) for 5 times; 'Maz Mezcal' at (-73.95104759, 40.77764859) for 3 times; 'The Stumble Inn' at (-73.95646042, 40.77138107) for 3 times; 'Beyoglu' at (-73.95638006, 40.77555803) for 3 times. 
3. The top categories and frequencies are: 'Gym' for 5 times; 'Coworking Space' for 5 times; 'Mexican Restaurant' for 4 times; 'Bar' for 3 times; 'Mediterranean Restaurant' for 3 times."|[['-73.95369375,40.77507281,2012-06-07 19:24:32', '-73.95638006,40.77555803,2012-06-08 18:09:08', '-73.95579459,40.77562562,2012-06-09 15:07:09', '-73.9544744,40.77483281,2012-06-10 14:13:18'], ['-73.9544744,40.77483281,2012-06-12 18:19:30', '-73.95890951,40.78299485,2012-06-12 19:10:21', '-73.9603578,40.78133828,2012-06-12 20:08:52'], ['-73.982745,40.722534,2012-06-16 19:51:57', '-73.9622982,40.77893666,2012-06-17 14:02:37', '-73.95104759,40.77764859,2012-06-17 20:21:52'], ['-73.95507135,40.77937325,2012-07-05 20:42:49', '-73.957117,40.77252,2012-07-06 14:08:35', '-73.95646042,40.77138107,2012-07-06 18:15:21'], ['-73.9544744,40.77483281,2012-07-11 19:28:11', '-73.95638006,40.77555803,2012-07-12 18:27:43', '-73.95668428,40.77508349,2012-07-12 19:39:44']]
629|"The user with ID 629 has taken 11 trips in total.
1. The top hours and frequencies for this user are: 15:00-15:59 for 10 times; 13:00-13:59 for 9 times; 14:00-14:59 for 7 times; 20:00-20:59 for 6 times; 23:00-23:59 for 5 times. 
2. The top locations and frequencies are: 'Starbucks' at (-73.99229726, 40.7588767) for 7 times; 'Starbucks' at (-73.99521258, 40.72703335) for 6 times; 'Two Boots' at (-73.9956598, 40.72646806) for 5 times; 'Cafeteria' at (-73.99826559, 40.74065935) for 3 times; 'Industry Bar' at (-73.98701743, 40.76421263) for 3 times. 
3. The top categories and frequencies are: 'Coffee Shop' for 9 times; 'Bakery' for 7 times; 'Pizza Place' for 5 times; 'Lounge' for 4 times; 'Café' for 4 times."|[['-73.99229726,40.7588767,2012-10-16 09:59:54', '-73.99382114,40.72641318,2012-10-16 13:56:23', '-73.99197578,40.72561027,2012-10-16 14:56:27', '-73.99229726,40.7588767,2012-10-17 09:28:58'], ['-73.98908346,40.75552694,2012-10-18 20:39:48', '-73.99229726,40.7588767,2012-10-19 10:03:20', '-73.99521258,40.72703335,2012-10-19 14:21:08'], ['-73.99331877,40.74078734,2012-10-26 20:22:44', '-73.98701743,40.76421263,2012-10-26 23:44:58', '-73.990166,40.760871,2012-10-27 00:19:34', '-73.991765,40.759534,2012-10-27 21:02:20', '-73.99229726,40.7588767,2012-10-28 13:10:49'], ['-73.99229726,40.7588767,2012-10-31 10:18:55', '-73.98908346,40.75552694,2012-10-31 18:39:18', '-73.98701743,40.76421263,2012-10-31 23:23:53', '-73.99229726,40.7588767,2012-11-01 10:06:33'], ['-73.9956598,40.72646806,2012-11-05 15:04:50', '-73.99521258,40.72703335,2012-11-05 15:19:32', '-73.98908346,40.75552694,2012-11-05 20:24:09', '-73.99634312,40.72370271,2012-11-06 13:52:04', '-73.99521258,40.72703335,2012-11-06 14:55:37', '-73.99229726,40.7588767,2012-11-07 09:22:55']]
630|"The user with ID 630 has taken 14 trips in total.
1. The top hours and frequencies for this user are: 14:00-14:59 for 10 times; 11:00-11:59 for 9 times; 15:00-15:59 for 8 times; 23:00-23:59 for 7 times; 12:00-12:59 for 7 times. 
2. The top locations and frequencies are: 'New York Penn Station' at (-73.99357639, 40.7507948) for 20 times; 'LIRR - Manhasset Train Station' at (-73.69991541, 40.79670228) for 18 times; 'Starbucks' at (-73.700018, 40.797706) for 7 times; 'Port Authority Bus Terminal' at (-73.99154663, 40.7572213) for 6 times; 'LIRR - Woodside Station' at (-73.90296936, 40.74579388) for 6 times. 
3. The top categories and frequencies are: 'Train' for 38 times; 'Bus Line' for 9 times; 'Coffee Shop' for 8 times; 'Train Station' for 7 times; 'Arcade' for 4 times."|[['-73.99357639,40.7507948,2012-11-09 15:15:50', '-73.99039768,40.73709857,2012-11-09 16:31:28', '-73.99357639,40.7507948,2012-11-09 19:13:49'], ['-73.69991541,40.79670228,2012-11-23 02:16:26', '-73.99357639,40.7507948,2012-11-23 03:02:41', '-73.69991541,40.79670228,2012-11-23 03:57:30', '-73.99357639,40.7507948,2012-11-23 13:28:19', '-73.98838905,40.72896656,2012-11-23 15:18:50', '-73.98829722,40.73492042,2012-11-23 16:01:22', '-73.699934,40.797601,2012-11-24 12:24:54'], ['-73.99357639,40.7507948,2012-12-01 09:30:05', '-73.99357639,40.7507948,2012-12-01 11:47:47', '-73.9892292,40.73171417,2012-12-01 17:29:25', '-73.99357639,40.7507948,2012-12-01 22:25:02', '-73.99357639,40.7507948,2012-12-02 10:57:43', '-73.99154663,40.7572213,2012-12-02 10:57:58'], ['-73.99357639,40.7507948,2012-12-07 17:23:56', '-73.99154663,40.7572213,2012-12-07 17:49:33', '-73.99154663,40.7572213,2012-12-07 22:57:47', '-73.99357639,40.7507948,2012-12-07 22:58:35'], ['-73.69991541,40.79670228,2012-12-15 14:46:40', '-73.99040315,40.7352825,2012-12-15 15:44:46', '-73.98907772,40.73418043,2012-12-15 17:29:56', '-73.99357639,40.7507948,2012-12-15 22:54:53']]
631|"The user with ID 631 has taken 8 trips in total.
1. The top hours and frequencies for this user are: 20:00-20:59 for 5 times; 18:00-18:59 for 5 times; 19:00-19:59 for 4 times; 17:00-17:59 for 4 times; 8:00-8:59 for 4 times. 
2. The top locations and frequencies are: 'Starbucks' at (-73.94833088, 40.632195) for 7 times; 'The Amish Market' at (-73.97139516, 40.75202014) for 5 times; 'Target' at (-73.94687409, 40.63154374) for 4 times; 'Starbucks' at (-73.97742153, 40.67196839) for 3 times; 'Trader Joe's' at (-73.99365, 40.74174) for 2 times. 
3. The top categories and frequencies are: 'Coffee Shop' for 11 times; 'Sandwich Place' for 6 times; 'Department Store' for 4 times; 'Grocery Store' for 3 times; 'Bakery' for 3 times."|[['-73.94833088,40.632195,2012-04-27 12:25:10', '-73.97203798,40.75415331,2012-04-27 14:02:05', '-73.94687409,40.63154374,2012-04-27 19:37:41'], ['-73.983155,40.672855,2012-05-12 10:08:49', '-73.99365,40.74174,2012-05-12 18:09:29', '-73.94687409,40.63154374,2012-05-12 20:54:50'], ['-73.97203798,40.75415331,2012-05-14 11:33:44', '-73.94833088,40.632195,2012-05-15 08:56:23', '-74.000071,40.73047,2012-05-15 20:35:18'], ['-73.9719075,40.752292,2012-06-06 14:30:43', '-73.94833088,40.632195,2012-06-07 11:07:10', '-73.9741214,40.75159143,2012-06-07 15:50:27', '-73.96771611,40.75625012,2012-06-07 20:16:05', '-73.94833088,40.632195,2012-06-08 13:25:38', '-73.974896,40.680749,2012-06-09 13:05:47', '-74.00100198,40.75671096,2012-06-10 08:22:07'], ['-73.94833088,40.632195,2012-07-02 19:20:48', '-73.97614166,40.75064359,2012-07-03 12:56:21', '-73.97742153,40.67196839,2012-07-03 17:03:09']]
632|"The user with ID 632 has taken 1 trips in total.
1. The top hours and frequencies for this user are: 18:00-18:59 for 1 times; 12:00-12:59 for 1 times; 10:00-10:59 for 1 times. 
2. The top locations and frequencies are: 'ShopRite' at (-74.25571203, 40.79467579) for 2 times; 'Whole Foods' at (-74.248631, 40.8041295) for 1 times. 
3. The top categories and frequencies are: 'Miscellaneous Shop' for 2 times; 'Grocery Store' for 1 times."|[['-74.248631,40.8041295,2012-07-03 18:21:57', '-74.25571203,40.79467579,2012-07-04 12:06:18', '-74.25571203,40.79467579,2012-07-05 10:47:02']]
633|"The user with ID 633 has taken 8 trips in total.
1. The top hours and frequencies for this user are: 20:00-20:59 for 5 times; 19:00-19:59 for 3 times; 17:00-17:59 for 3 times; 21:00-21:59 for 3 times; 23:00-23:59 for 2 times. 
2. The top locations and frequencies are: '10 Degrees' at (-73.983532, 40.726876) for 3 times; 'John F Kennedy International Airport (JFK)' at (-73.78452301, 40.64508936) for 3 times; 'Staten Island University Hospital North' at (-74.08510208, 40.58475655) for 3 times; 'Brooklyn-Battery Tunnel' at (-74.01334763, 40.69495631) for 2 times; 'Max Brenner' at (-73.99081662, 40.73441062) for 1 times. 
3. The top categories and frequencies are: 'Wine Bar' for 4 times; 'Airport' for 3 times; 'Road' for 3 times; 'Medical Center' for 3 times; 'Bakery' for 2 times."|[['-74.00520444,40.73589287,2012-05-11 21:13:34', '-74.01334763,40.69495631,2012-05-12 14:36:49', '-73.99411647,40.7228417,2012-05-13 12:25:38'], ['-74.08510208,40.58475655,2012-05-28 02:04:34', '-73.99788683,40.72107834,2012-05-28 15:13:58', '-74.08510208,40.58475655,2012-05-28 20:16:43'], ['-73.99150372,40.73001497,2012-06-02 18:05:53', '-73.983532,40.726876,2012-06-02 19:23:13', '-74.01334763,40.69495631,2012-06-02 21:43:45', '-73.78452301,40.64508936,2012-06-03 06:06:43'], ['-73.78452301,40.64508936,2012-06-16 19:31:46', '-73.78984451,40.64878509,2012-06-17 17:22:02', '-74.07295704,40.64440554,2012-06-18 13:53:08'], ['-74.00163991,40.72871577,2012-11-11 17:51:21', '-73.99656773,40.70595327,2012-11-11 18:18:52', '-74.08510208,40.58475655,2012-11-12 11:42:59']]
634|"The user with ID 634 has taken 9 trips in total.
1. The top hours and frequencies for this user are: 6:00-6:59 for 8 times; 9:00-9:59 for 7 times; 17:00-17:59 for 5 times; 15:00-15:59 for 5 times; 18:00-18:59 for 5 times. 
2. The top locations and frequencies are: 'Dunkin Donuts' at (-74.03733633, 40.73729142) for 11 times; 'CVS Pharmacy' at (-74.03088725, 40.73680709) for 6 times; 'Hoboken Vine' at (-74.03744, 40.7373) for 3 times; 'Hoboken Terminal' at (-74.02672163, 40.73502529) for 3 times; 'Dunkin Donuts' at (-74.04941797, 40.74550126) for 3 times. 
3. The top categories and frequencies are: 'Coffee Shop' for 14 times; 'Pharmacy' for 6 times; 'Train' for 4 times; 'Grocery Store' for 4 times; 'Liquor Store' for 3 times."|[['-73.95580033,40.76822735,2012-06-02 20:15:22', '-73.84606361,40.75645736,2012-06-03 19:37:12', '-74.03733633,40.73729142,2012-06-04 07:57:50', '-74.03604984,40.74989042,2012-06-04 17:05:54'], ['-74.03608555,40.73966275,2012-06-07 18:10:44', '-74.03914364,40.72289631,2012-06-08 09:28:48', '-74.05021661,40.73424452,2012-06-08 17:37:25', '-73.92655344,40.82827721,2012-06-08 19:26:57'], ['-73.99897144,40.72789008,2012-06-16 21:00:17', '-74.04941797,40.74550126,2012-06-17 10:43:56', '-73.84614944,40.75525456,2012-06-17 11:54:47', '-73.84606361,40.75645736,2012-06-17 11:55:39', '-74.02938724,40.73606359,2012-06-18 06:22:19', '-74.02672163,40.73502529,2012-06-18 06:22:37', '-74.05188611,40.72721803,2012-06-18 07:10:34', '-74.06304359,40.73226701,2012-06-18 09:46:22'], ['-74.05132961,40.74299725,2012-10-11 19:04:11', '-74.04941797,40.74550126,2012-10-12 15:45:03', '-74.03088725,40.73680709,2012-10-13 09:36:12', '-74.03733633,40.73729142,2012-10-13 09:53:42'], ['-74.03974056,40.7235186,2012-10-27 15:22:48', '-74.03733633,40.73729142,2012-10-27 16:54:40', '-74.03744,40.7373,2012-10-27 16:54:57']]
635|"The user with ID 635 has taken 12 trips in total.
1. The top hours and frequencies for this user are: 18:00-18:59 for 14 times; 13:00-13:59 for 13 times; 19:00-19:59 for 11 times; 14:00-14:59 for 9 times; 10:00-10:59 for 8 times. 
2. The top locations and frequencies are: 'Stern School of Business' at (-73.9960221, 40.72908585) for 22 times; 'Kaufman Management Center' at (-73.99661064, 40.72917755) for 13 times; 'NYU Stern - Sosnoff Lounge' at (-73.996223, 40.729281) for 5 times; 'Jamba Juice' at (-73.995232, 40.744607) for 4 times; 'Jamba Juice' at (-73.99785519, 40.72556759) for 3 times. 
3. The top categories and frequencies are: 'University' for 22 times; 'Café' for 16 times; 'Dessert Shop' for 7 times; 'Juice Bar' for 7 times; 'College Cafeteria' for 5 times."|[['-73.98838905,40.72896656,2012-05-27 02:24:01', '-73.9879547,40.7254542,2012-05-28 00:20:35', '-73.99385248,40.73282333,2012-05-28 14:24:05', '-73.98834887,40.73184856,2012-05-28 16:42:02', '-74.01321429,40.70145732,2012-05-28 20:16:12'], ['-73.995232,40.744607,2012-05-31 10:32:19', '-73.98792419,40.74218831,2012-05-31 14:34:26', '-73.9888539,40.72697537,2012-05-31 17:06:40', '-73.995232,40.744607,2012-06-01 10:33:14', '-73.98901463,40.74265628,2012-06-01 14:37:42'], ['-73.97574565,40.76284294,2012-06-03 18:33:50', '-74.00580608,40.74036719,2012-06-03 21:57:22', '-73.9184618,40.86958631,2012-06-04 18:57:12'], ['-73.99101958,40.72988184,2012-06-07 20:34:25', '-73.99081662,40.73441062,2012-06-07 21:06:58', '-73.98917529,40.7358079,2012-06-08 15:18:25', '-73.98304598,40.72515022,2012-06-08 20:53:54', '-73.98397207,40.73364909,2012-06-09 19:24:17', '-73.97755086,40.746245,2012-06-09 20:11:07', '-73.98192,40.740548,2012-06-09 23:40:23', '-73.98171902,40.72651075,2012-06-10 12:42:58', '-73.98364285,40.72615563,2012-06-10 14:55:17', '-73.99385248,40.73282333,2012-06-10 16:20:25', '-73.99102896,40.73354816,2012-06-10 17:11:46'], ['-73.98801601,40.7281629,2012-07-04 18:22:24', '-73.995232,40.744607,2012-07-05 10:18:50', '-73.98792419,40.74218831,2012-07-05 18:43:34', '-73.99081662,40.73441062,2012-07-05 20:48:29', '-73.995232,40.744607,2012-07-06 10:29:56', '-73.99357639,40.7507948,2012-07-07 02:27:56', '-73.99410499,40.7524276,2012-07-07 18:12:05', '-73.99395004,40.75244627,2012-07-07 18:21:08', '-73.99240629,40.75886531,2012-07-07 20:55:29', '-73.97717535,40.75280621,2012-07-07 21:26:39', '-74.01051196,40.73228891,2012-07-08 13:58:01', '-73.98157101,40.74387898,2012-07-08 19:16:46']]
636|"The user with ID 636 has taken 17 trips in total.
1. The top hours and frequencies for this user are: 19:00-19:59 for 39 times; 8:00-8:59 for 37 times; 7:00-7:59 for 25 times; 6:00-6:59 for 23 times; 20:00-20:59 for 15 times. 
2. The top locations and frequencies are: 'Hamilton Dog Park' at (-74.0447402, 40.72768969) for 88 times; 'Grove Street PATH Station' at (-74.04270172, 40.71948549) for 48 times; 'PATH: World Trade Center Station' at (-74.01193142, 40.71267093) for 24 times; 'Winter Garden' at (-74.015944, 40.71324019) for 2 times; 'Best Buy Theater' at (-73.98607622, 40.75759517) for 2 times. 
3. The top categories and frequencies are: 'Dog Run' for 88 times; 'Metro Station' for 48 times; 'Light Rail Station' for 24 times; 'Performing Arts Venue' for 2 times; 'Music Venue' for 2 times."|[['-74.04270172,40.71948549,2012-06-26 19:09:23', '-74.0447402,40.72768969,2012-06-27 07:05:45', '-74.04270172,40.71948549,2012-06-27 08:29:11'], ['-74.0447402,40.72768969,2012-07-02 08:00:30', '-74.04381752,40.72777912,2012-07-02 14:22:19', '-74.0447402,40.72768969,2012-07-02 19:51:46', '-74.0447402,40.72768969,2012-07-03 07:49:40', '-74.04270172,40.71948549,2012-07-03 10:53:55', '-74.01193142,40.71267093,2012-07-03 11:12:16', '-74.0447402,40.72768969,2012-07-03 21:51:13'], ['-74.0447402,40.72768969,2012-07-05 06:58:26', '-74.04270172,40.71948549,2012-07-05 08:17:45', '-74.01193142,40.71267093,2012-07-05 18:56:28', '-74.0447402,40.72768969,2012-07-06 07:08:11', '-74.04270172,40.71948549,2012-07-06 08:33:34', '-74.0447402,40.72768969,2012-07-06 19:33:33', '-74.0447402,40.72768969,2012-07-07 08:37:16', '-74.0447402,40.72768969,2012-07-08 08:03:17'], ['-74.04270172,40.71948549,2012-07-12 07:06:05', '-73.97565186,40.75230027,2012-07-12 07:46:02', '-73.97565186,40.75230027,2012-07-12 18:59:41', '-73.97774294,40.75254812,2012-07-12 19:07:31', '-74.0447402,40.72768969,2012-07-13 07:06:01', '-74.04270172,40.71948549,2012-07-13 08:16:20', '-74.01193142,40.71267093,2012-07-13 18:46:30', '-74.04270172,40.71948549,2012-07-13 19:00:06', '-74.0447402,40.72768969,2012-07-14 08:50:38'], ['-74.0447402,40.72768969,2012-07-15 15:42:40', '-74.0447402,40.72768969,2012-07-16 06:52:17', '-74.04270172,40.71948549,2012-07-16 08:23:36', '-74.0447402,40.72768969,2012-07-16 19:32:40', '-74.0447402,40.72768969,2012-07-17 07:09:46', '-74.04270172,40.71948549,2012-07-17 08:21:01', '-74.01193142,40.71267093,2012-07-17 19:01:47', '-74.04270172,40.71948549,2012-07-17 19:15:48', '-74.0447402,40.72768969,2012-07-17 19:54:16', '-74.0447402,40.72768969,2012-07-18 19:50:09']]
